page,title,description,bedrooms,bathrooms,toilets,garage,location,city,price
295,Newly Built 2 Bedrooms Flat,2 bedroom flat / apartment for rent,2,2,3,1,"Star Times Estate, Amuwo Odofin, Lagos",Odofin,1200000
295,5units Of Luxury 3 Bedroom Apartments With A Room Bq Each,3 bedroom flat / apartment for rent,3,3,4,0,"Adeniyi Jones, Ikeja, Lagos",Ikeja,3000000
295,Beautiful And Brand New 1 Bedroom Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Abraham Adesanya, Ajah, Lagos",Ajah,1300000
295,Luxury Roomself Contain,Self contain (single rooms) for rent,0,1,1,1,"Ologolo, Lekki, Lagos",Lekki,800000
295,Three Bedroom Share Apartment,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Unity Estate, Ajah, Lagos",Ajah,330000
295,Luxurious Fully Serviced 3 Bedroom Flat With A Room Bq,3 bedroom flat / apartment for rent,3,3,4,0,"Banana Island, Ikoyi, Lagos",Ikoyi,12000000
295,Luxury 5 Bedrooms Flat With Excellent Facilities And A Bq.,5 bedroom flat / apartment for rent,5,4,5,0,"Adeniyi Jones, Ikeja, Lagos",Ikeja,6000000
295,Executive Newly Built And Massive 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Ebute Metta East, Costain, Yaba, Lagos",Yaba,1500000
295,Lovely 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,2,"Ikoyi, Lagos",Ikoyi,8000000
295,3 Bedroom Apartment With A Service Quarters,3 bedroom flat / apartment for rent,3,3,4,3,"Off Mcpherson Avenue, Old Ikoyi, Ikoyi, Lagos",Ikoyi,12000000
295,Brand New 2 Bedrooms Luxury Apartment,2 bedroom flat / apartment for rent,2,2,3,3,"Queensliight Gardens Estate Orchid Road, Ikota, Lekki, Lagos",Lekki,2500000
296,"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
296,Spacious 3 Bedroom Apartment In Secure Serene Estate,3 bedroom flat / apartment for rent,3,3,4,3,"Lekki Scheme 2, Via Abraham Adesanya, Ajah, Lagos",Ajah,1300000
296,Mini Flat With Swimming Pool And Balcony,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Osapa, Lekki, Lagos",Lekki,1900000
296,Massive Self Contained,Self contain (single rooms) for rent,0,1,1,0,"Lekki Phase 1, Lekki, Lagos",Lekki,1200000
296,Massive Self Contained Mini,Self contain (single rooms) for rent,0,1,1,0,"Idado, Lekki, Lagos",Lekki,1200000
296,Sassy Mimi Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Agungi, Lekki, Lagos",Lekki,1500000
296,4 Bedroom Duplex,4 bedroom flat / apartment for rent,4,6,6,4,"House On The Rock, Ikate Elegushi, Lekki, Lagos",Lekki,6000000
296,Brand New Luxury Serviced 3 Bedroom With A Maids Room.,3 bedroom flat / apartment for rent,3,3,4,3,"Simeon Court, Off Palace Road, Oniru, Victoria Island (VI), Lagos",Victoria Island,7000000
296,Furnished 1 Bedroom Apartment,1 bedroom flat / apartment for rent,1,1,1,2,"Oniru, Victoria Island (VI), Lagos",Victoria Island,3000000
296,Serviced And Well Finished 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Off Kushenla Road, Ikate, Lekki, Lagos",Lekki,2000000
296,4 Bedroom Terrace Duplex,4 bedroom flat / apartment for rent,4,5,5,0,"G R A, Ikota, Lekki, Lagos",Lekki,3800000
296,Furnished 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,2,"Ikate Eleguishi, Lekki, Lagos",Lekki,5000000
296,Luxury 2 Bedroom With Excellent Amenities,2 bedroom flat / apartment for rent,2,2,3,2,"Lekki County, Ikota, Lekki, Lagos",Lekki,2800000
296,Spacious Restaurant Property,1 bedroom mini flat (room and parlour) for rent,1,1,1,3,"Fola Osibo Phase One, Lekki, Lagos",Lekki,2700000
296,Nice And Standard Self Contained,Self contain (single rooms) for rent,0,1,1,0,"Shoprite Road Osapa London, Osapa, Lekki, Lagos",Lekki,1000000
296,A Brand New Serviced 2 Bedroom Flat Upstairs,2 bedroom flat / apartment for rent,2,2,3,0,"Around Chevron Toll Gate Chevron, Lekki, Lagos",Lekki,2500000
296,A Fully Serviced Room In A Duplex Shared Kitchen Only With 24/7 Light,Self contain (single rooms) for rent,0,1,1,5,"Ocean Bay Estate Orchid, Lekki, Lagos",Lekki,600000
296,Luxury 3 Bedroom Flat With Bq,3 bedroom flat / apartment for rent,3,3,4,2,"Osborne, Ikoyi, Lagos",Ikoyi,5000000
296,2 Bedrooms,Self contain (single rooms) for rent,0,1,1,1,"Alh Taiwo Street, West Wood Estate, Badore, Ajah, Lagos",Ajah,300000
296,Luxury 3 Bedrooms Apartment,3 bedroom flat / apartment for rent,3,3,4,2,"Off Bourdillion Road, Ikoyi, Lagos",Ikoyi,12500000
296,Brand New A Room Self Contained,Self contain (single rooms) for rent,0,1,1,8,"Chocharis Motor, Awoyaya, Ibeju Lekki, Lagos",Lekki,400000
297,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
297,Fresh Self Contained,Self contain (single rooms) for rent,0,1,1,1,"Lekki Phase 1, Lekki, Lagos",Lekki,1100000
297,Sweet Self Contained,Self contain (single rooms) for rent,0,1,1,0,"Lekki One, Lekki Phase 1, Lekki, Lagos",Lekki,1200000
297,Newly Built 2 Bedrooms Flat With All Rooms Ensuite,2 bedroom flat / apartment for rent,2,2,3,2,"Surulere, Lagos",Surulere,1500000
297,Cute Selfcontained,Self contain (single rooms) for rent,0,1,1,0,"Ologolo, Lekki, Lagos",Lekki,250000
297,Newly Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,3,3,5,"Atlantis Estate, Sangotedo, Ajah, Lagos",Ajah,1500000
297,3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,3,"Unity Estate, Badore, Ajah, Lagos",Ajah,1300000
297,2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,3,"Unity Estate, Badore, Ajah, Lagos",Ajah,1200000
297,Miniflat,1 bedroom mini flat (room and parlour) for rent,1,1,1,4,"An Estate By Badore, Lekki, Badore, Ajah, Lagos",Ajah,550000
297,Serviced Very Sharp Luxury 3 Bedroom Apartment With A Bq,3 bedroom flat / apartment for rent,3,3,4,3,"Osapa, Lekki, Lagos",Lekki,3000000
297,Newly Built Luxurious Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Nnpc, Badore, Ajah, Lagos",Ajah,900000
297,Well Maintained 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,2,3,0,"Ologolo, Lekki, Lagos",Lekki,2500000
297,Luxury 1 Bedroom Mini Flat.,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,5500000
297,Luxury 3 Bedroom Flat With Bq For Corporate Letting,3 bedroom flat / apartment for rent,3,3,4,0,"Opebi, Ikeja, Lagos",Ikeja,3500000
297,Executive 3 Bedroom Apartment In A Secure Estate,3 bedroom flat / apartment for rent,3,3,4,4,"Off Ologunfe Mi, Awoyaya, Ibeju Lekki, Lagos",Lekki,700000
297,Brand New & Fully Serviced 3 Bedroom With Bq,3 bedroom flat / apartment for rent,3,3,4,3,"Ikate Elegushi, Lekki, Lagos",Lekki,5500000
297,Newly Refurbished And Fully Serviced 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Phase 1, Osborne, Ikoyi, Lagos",Ikoyi,7000000
297,Luxurious 2 Bedrooms Flat,2 bedroom flat / apartment for rent,2,3,3,1,"Off Ogunfayo, Eputu, Ibeju Lekki, Lagos",Lekki,550000
297,Lovely,3 bedroom flat / apartment for rent,3,2,3,0,"Banana Island, Ikoyi, Lagos",Ikoyi,18000000
297,2 Bedroom Flat,2 bedroom flat / apartment for rent,2,3,3,0,"Lekki County Road Ikota, Lekki, Lagos",Lekki,1500000
297,Three Bedrooms With Bq,3 bedroom flat / apartment for rent,3,3,4,3,"Second Avenue Street, Banana Island, Ikoyi, Lagos",Ikoyi,12000000
298,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
298,Brand New Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,8,"Sangotedo, Ajah, Lagos",Ajah,1200000
298,Lovely Newly Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,0,"Unique Estate, Baruwa, Ipaja, Lagos",Ipaja,700000
298,Brand New Room Self Contained,Self contain (single rooms) for rent,0,1,1,8,"Sangotedo, Ajah, Lagos",Ajah,500000
298,Luxury Two Units Of 2 Bedroom Apartment With Excellent Facilities,2 bedroom flat / apartment for rent,2,2,3,0,"Hopeville Estate, Sangotedo, Ajah, Lagos",Ajah,1500000
298,Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,3,"Palm Crescent, Badore, Ajah, Lagos",Ajah,700000
298,Serviced With 24 Hours Light New 2 Bedroom Flat With S.pool Gym Fitted,2 bedroom flat / apartment for rent,2,2,3,2,"Ikate, Lekki, Lagos",Lekki,3700000
298,3 Unit Of 2 (two) Bedroom Serviced Apartment With A Room Bq For Each,2 bedroom flat / apartment for rent,2,2,3,0,"Off Bishop Oluwole, Victoria Island (VI), Lagos",Victoria Island,5500000
298,Luxury 4 Bedroom Service Pent House Apartment With A Room Bq,4 bedroom flat / apartment for rent,4,4,5,3,"Victoria Island (VI), Lagos",Victoria Island,14000000
298,Presidential 4 Bedrooms Flat,4 bedroom flat / apartment for rent,4,4,5,4,"Ikoyi, Lagos",Ikoyi,15000000
298,Room And Parlour Self Contained,1 bedroom mini flat (room and parlour) for rent,1,1,1,3,"Isheri, Igando, Ikotun, Lagos",Ikotun,200000
298,3 Bedroom Serviced Maisonette,3 bedroom flat / apartment for rent,3,3,4,0,"Cooper Road, Ikoyi, Lagos",Ikoyi,8500000
298,4 Bedroom Penthouse Apartment,4 bedroom flat / apartment for rent,4,4,5,3,"Ikoyi, Lagos",Ikoyi,9000000
298,Attractive Self-contain (single Room),Self contain (single rooms) for rent,0,1,1,2,"Agungi, Lekki, Lagos",Lekki,850000
298,A Nice Mini Flat At Alagboole,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Alagboole Paradise Area, Ojodu Berger, Ojodu, Lagos",Ojodu,200000
298,Roomself Contain At Shomolu,Self contain (single rooms) for rent,0,1,1,1,"Alhaji Alake Street, Shomolu, Lagos",Shomolu,200000
298,2 Bedroom Flat Apartment,2 bedroom flat / apartment for rent,2,2,3,0,"Lekki Phase 1, Lekki, Lagos",Lekki,3500000
298,2 Bedroom Flat At Obanikoro,2 bedroom flat / apartment for rent,2,2,3,2,"Obanikoro, Obanikoro, Shomolu, Lagos",Shomolu,1000000
298,Spacious And Beautiful 3bedroom,3 bedroom flat / apartment for rent,3,3,4,0,"Idado, Idado, Lekki, Lagos",Lekki,3000000
298,Beautiful And Spacious 3bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,0,"Idado Estate, Idado, Lekki, Lagos",Lekki,3000000
298,Luxury 1 Bedroom Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,4,"Amoo Street, Ojota, Lagos",Ojota,550000
299,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
299,A Decent 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,2,2,"Via Agbonyi, Surulere, Lagos",Surulere,1200000
299,Decent 3 Bedroom,3 bedroom flat / apartment for rent,3,3,2,2,"Ade St, Surulere, Lagos",Surulere,1500000
299,Luxury 1 Bedroom Flat (mini Flat),1 bedroom flat / apartment for rent,1,1,1,8,"Aguda, Surulere, Lagos",Surulere,600000
299,Spacious Room Self Contained,Self contain (single rooms) for rent,0,1,1,2,"Powerline, Gbagada, Lagos",Gbagada,600000
299,Lovely And Spacious 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,2,2,2,"Kilo St, Surulere, Lagos",Surulere,1200000
299,Boys Quarters Without Kitchen,Self contain (single rooms) for rent,0,1,1,1,"Itedo, Ikate, Lekki, Lagos",Lekki,600000
299,Nicely Built Room Self Contained With Kitchen And Big Space,Self contain (single rooms) for rent,0,1,1,2,"Chevron, Lekki, Lagos",Lekki,700000
299,Classy Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Ologolo, Lekki, Lagos",Lekki,1700000
299,Fantastic Lovely Fully Furnished 4 Bedroom Semi-detached Duplex,4 bedroom flat / apartment for rent,4,4,5,2,"Kusenla Street, Ikate Elegushi, Lekki, Lagos",Lekki,7000000
299,Luxury Mini Flat With Guest Toilet,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Ologolo, Lekki, Lagos, Ologolo, Lekki, Lagos",Lekki,1700000
299,"Newly Build Miniflat,",1 bedroom mini flat (room and parlour) for rent,1,1,1,4,"Alapere Ketu, Lagos..., Alapere, Ketu, Lagos",Ketu,650000
299,A Newly Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,4,"After Agungi, Before Chevron, Lekki, Lagos",Lekki,3000000
299,A Room Self Contained,Self contain (single rooms) for rent,0,1,1,0,"Ori-oke, Ogudu, Lagos",Ogudu,350000
299,A Newly Renovated 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,3,"Alausa, Ikeja, Lagos",Ikeja,1200000
299,Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Off Awolowo Road, Ikoyi, Lagos",Ikoyi,600000
299,A Boys Quarters,Self contain (single rooms) for rent,0,1,1,1,"Agungi, Lekki, Lagos",Lekki,600000
299,3 Bedroom Flat,3 bedroom flat / apartment for rent,3,2,3,0,"Gateway Zone, GRA Phase 1, Magodo, Lagos",Magodo,1500000
299,2 Bedroom Fully Serviced + 24 Hours Light,2 bedroom flat / apartment for rent,2,1,2,0,"Lekki Phase 1, Lekki, Lagos",Lekki,3000000
299,One Bedroom Shared Flat,1 bedroom flat / apartment for rent,1,1,1,1,"Salem, Ikate, Lekki, Lagos",Lekki,750000
299,2 Bedroom Flat On The Ground Floor.,2 bedroom flat / apartment for rent,2,3,3,0,"Muccullum Street, Ebute Metta East, Yaba, Lagos",Yaba,800000
300,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
300,Newly Renovated 2 Bedroom Flat With 2t2b Upstairs,2 bedroom flat / apartment for rent,2,2,2,1,"Alausa, Ikeja, Lagos",Ikeja,1200000
300,Brand New Mini Flat Apartment,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Ologolo, Lekki, Lagos",Lekki,2000000
300,Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Epe, Lagos",Epe,220000
300,Luxury 2 Bedroom Flats,2 bedroom flat / apartment for rent,2,2,3,3,"Seaside Estate, Badore, Ajah, Lagos",Ajah,1000000
300,Newly Built 6 Units 2 Bedroom Flat All Rooms Ensuite,2 bedroom flat / apartment for rent,2,2,3,2,"Ifako, Gbagada, Lagos",Gbagada,1200000
300,Mini Flat Suitable For Both Office Or Residential,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Ikoyi, Ikoyi, Lagos",Ikoyi,2500000
300,Contemporary 4 Bedroom Semi-detached Duplex With A Bq,4 bedroom flat / apartment for rent,4,4,5,4,"Ikoyi, Lagos",Ikoyi,10000000
300,Furnished & Serviced 1 Bedroom Apartment,Self contain (single rooms) for rent,0,1,1,1,"Salem Busstop, Ilasan, Lekki, Lagos",Lekki,1500000
300,Newly Built 3bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Olorunda Estate, Alapere, Ketu, Lagos",Ketu,2000000
300,Selfcon Single Room,Self contain (single rooms) for rent,0,1,1,0,"Ogombo, Ajah, Lagos",Ajah,250000
300,4 Bedroom Apartment,4 bedroom flat / apartment for rent,4,4,4,2,"Off Alfred Rewane Road, Ikoyi, Lagos",Ikoyi,8000000
300,A Decent Room Self Contained With Water Heater,Self contain (single rooms) for rent,0,1,1,0,"Okeira, Ogba, Ikeja, Lagos",Ikeja,350000
300,One Room Self Contain At Lakowe Golf,Self contain (single rooms) for rent,0,1,1,0,"Peace Estate Golf Road, Lakowe, Ibeju Lekki, Lagos",Lekki,300000
300,Brand New 2bedrooms Just Two In The Compound,2 bedroom flat / apartment for rent,2,2,3,3,"Idado Estate, Lekki, Lagos",Lekki,3000000
300,Two Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Yomi Ajetunmobi Avenue, Off Lekki Epe Express Way, Sangotedo, Ajah, Lagos",Ajah,1750000
300,Room Self,Self contain (single rooms) for rent,0,1,1,0,"Iba, Ojo, Lagos",Ojo,150000
300,2bedroom Flat,2 bedroom flat / apartment for rent,2,3,3,0,"Ago Palace, Isolo, Lagos",Isolo,1200000
300,Luxury 3bedroom Apartment,3 bedroom flat / apartment for rent,3,3,3,1,"Lekki Phase 1, Lekki, Lagos",Lekki,5000000
300,Neat And Smart 3 Bedroom Terrace With Bq,3 bedroom flat / apartment for rent,3,4,4,0,"Igbo Efon, Lekki, Lagos",Lekki,2200000
300,An Exclusive 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,1,2,0,"Ilupeju, Lagos",Ilupeju,1000000
301,"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
301,Newly Built 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,0,"Opic, Isheri North, Lagos",North,1500000
301,An Exclusive 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,1,2,0,"Pedro, Gbagada, Lagos",Gbagada,1200000
301,An Exclusive 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,1,2,0,"Alagomeji, Yaba, Lagos",Yaba,1200000
301,An Exclusive 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,2,0,"Ebute Metta West, Yaba, Lagos",Yaba,1200000
301,Newly Renovated 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,0,"College Road, Ogba, Ikeja, Lagos",Ikeja,1300000
301,Superb Mini Flats,1 bedroom mini flat (room and parlour) for rent,1,1,1,4,"Mobile Road, Ilaje, Ajah, Lagos",Ajah,700000
301,3 Bedroom Flat With Bq,3 bedroom flat / apartment for rent,3,3,3,2,"Alagomeji Yaba, Yaba, Lagos",Yaba,3000000
301,1 Room Self Contained,Self contain (single rooms) for rent,0,1,1,2,"Lekki Epe Expressway Lagos Nigeria, Agungi, Lekki, Lagos",Lekki,700000
301,Room Self-contained,Self contain (single rooms) for rent,0,1,1,5,"Marshy Hill Estate, Ado, Ajah, Lagos",Ajah,420000
301,Brand New Serviced 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Akora Estate Off Adeniyi Jones, Ikeja, Lagos",Ikeja,2500000
301,Brand New Executive Room Self Contained,Self contain (single rooms) for rent,0,1,1,0,"Daddy Savage Street, Fagba, Agege, Lagos",Agege,250000
301,Nice Room Self Contained,Self contain (single rooms) for rent,0,1,1,1,"Vgc, Lekki, Lagos",Lekki,750000
301,Lovely And Spacious 4 Bedroom Fully Detached Duplex,4 bedroom flat / apartment for rent,4,4,5,2,"Ilasan, Ikate, Lekki, Lagos",Lekki,5000000
301,Cute 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,1,2,"Off Kudirat Abiola Way Oregun, Oregun, Ikeja, Lagos",Ikeja,1200000
301,Pop 3 Bedroom Flat Ensuit,3 bedroom flat / apartment for rent,3,3,4,7,"Serene Area, Olowora, Magodo, Lagos",Magodo,1500000
301,Mini Flat,1 bedroom flat / apartment for rent,1,1,1,2,"33,ebutekeke Afolabi, Akesan, Alimosho, Lagos",Alimosho,350000
301,Room Self Contained,Self contain (single rooms) for rent,0,1,1,2,"Agric, Ikorodu, Lagos",Ikorodu,84000
301,A Decent 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,2,0,"Shomolu, Lagos",Shomolu,800000
301,A Decent Newly Built Self Contained,Self contain (single rooms) for rent,0,1,1,0,"Akoka, Yaba, Lagos",Yaba,400000
301,Decent Ground Floor 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,2,2,2,"Off Allen Avenue, Ikeja, Lagos",Ikeja,1500000
302,"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
302,Single Room,Self contain (single rooms) for rent,0,1,1,0,"Freedom Way, Lekki Phase 1, Lekki, Lagos",Lekki,300000
302,Decent Serviced 2 Bedrooms Flat,2 bedroom flat / apartment for rent,2,2,3,1,"Charlie Boy Side, Gbagada, Lagos",Gbagada,1400000
302,4-bedroom Terrace Duplex,4 bedroom flat / apartment for rent,4,3,5,2,"Osapa, Lekki, Lagos",Lekki,4000000
302,Beautiful 1 Bedroom (mini-flat) Apartment,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Ilasan, Lekki, Lagos",Lekki,1200000
302,A Room Self Apartment,Self contain (single rooms) for rent,0,1,2,0,"8 Tango Street Harmony, Ado, Ajah, Lagos",Ajah,250000
302,Fully Serviced Apartments Spacious Room Self Contained,Self contain (single rooms) for rent,0,1,1,0,"Chevron Drive, Lekki, Lagos",Lekki,900000
302,Nice Self Contained,Self contain (single rooms) for rent,0,1,1,1,"Off Hakeem Dickson, Lekki Phase 1, Lekki, Lagos",Lekki,900000
302,Luxury Fully Serviced 2 Bedroom Flat In An Estate,2 bedroom flat / apartment for rent,2,3,3,3,"Buena Vista Estate In Orchid Road..., Lekki, Lagos",Lekki,2000000
302,Mini Flats,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Agungi, Lekki, Lagos",Lekki,1500000
302,Decent And Beautiful 3 Bedroom Flat At Ogudu Area 1.5m,3 bedroom flat / apartment for rent,3,3,4,0,"Gra, Ogudu, Lagos",Ogudu,1000000
302,Brand New 2 Bedroom Flats,2 bedroom flat / apartment for rent,2,2,3,0,"Sangotedo, Ajah, Lagos",Ajah,2000000
302,Self-contained Single Room,Self contain (single rooms) for rent,0,1,1,0,"Megamound Estate, Lekki County Homes, Ikota, Lekki, Lagos",Lekki,900000
302,Luxury Partly Furnished Mini- Flat,1 bedroom flat / apartment for rent,1,1,1,2,"Oniru, Victoria Island (VI), Lagos",Victoria Island,3000000
302,Fully Serviced 1 Room Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Lekki Phase 1, Lekki, Lagos",Lekki,2500000
302,Very Clean 3 Bedroom Flat With Bq,3 bedroom flat / apartment for rent,3,3,3,3,"Lekki Phase 1, Lekki, Lagos",Lekki,4000000
302,3 Bedroom Flat,3 bedroom flat / apartment for rent,3,1,1,1,"Dolphin Ijeh, Obalende, Lagos Island, Lagos",Island,1300000
302,Brand New 4 Bedroom Massively Spacious Terrace.,4 bedroom flat / apartment for rent,4,3,3,3,"Renold Street, Ikate, Lekki, Lagos",Lekki,6000000
302,Large Studio Apartment,Self contain (single rooms) for rent,0,1,1,0,"Off Freedom Way, Lekki Phase 1, Lekki, Lagos",Lekki,1100000
302,5 Bedroom Shared Apartment,Self contain (single rooms) for rent,0,1,1,1,"Rock Store, Ajah, Lagos",Ajah,450000
302,Newly Built 3bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,2,"Off Omorinre Johnson Street, Lekki Phase 1, Lekki, Lagos",Lekki,4500000
303,"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
303,Glamorous Mini Flat In A Serene Environment,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Magodo Phase 1 ,,isheri, Magodo, Lagos",Magodo,800000
303,Newly Built 2 Bedroom Apartments,2 bedroom flat / apartment for rent,2,3,3,0,"Awoyaya, Ibeju Lekki, Lagos",Lekki,700000
303,Standard Room Apartment,1 bedroom flat / apartment for rent,1,1,1,5,"Ikota Villa Estate, Ikota, Lekki, Lagos",Lekki,800000
303,Newly Built Self Contain Apartments,Self contain (single rooms) for rent,0,1,1,4,"Awoyaya, Ibeju Lekki, Lagos",Lekki,400000
303,Tastefully Decorated Studio Apartment With An Enclosed Kitchen,Self contain (single rooms) for rent,0,1,1,1,"Osapa London Estate, Osapa, Lekki, Lagos",Lekki,1300000
303,4 Bedrooms Plat With Bq,4 bedroom flat / apartment for rent,4,4,6,5,"Lekki Phase 2, Lekki, Lagos",Lekki,4500000
303,4 Bedrooms Semi Detached Duplex,4 bedroom flat / apartment for rent,4,4,5,3,"Ikota, Lekki, Lagos",Lekki,5000000
303,2 Bedroom Apartment In An Estate,2 bedroom flat / apartment for rent,2,2,3,0,"Eko Akete, Abijo, Lekki, Lagos",Lekki,650000
303,Luxury 3 Bedroom,3 bedroom flat / apartment for rent,3,3,4,2,"Ologolo, Lekki, Lagos",Lekki,2700000
303,Self Contained,1 bedroom flat / apartment for rent,1,1,1,0,"Osapa, Lekki, Lagos",Lekki,1000000
303,A Lovely Miniflat With Modern Facilities,1 bedroom mini flat (room and parlour) for rent,1,1,1,8,"Off Igboho Street, Alapere, Ketu, Lagos",Ketu,550000
303,Newly Built 3 Bedrooms Flat,3 bedroom flat / apartment for rent,3,4,4,9,"Green Estate, Amuwo Odofin, Lagos",Odofin,1800000
303,Very Spacious Mini Flat Upstairs In A Fence/gated Just 4 In Compound,1 bedroom mini flat (room and parlour) for rent,1,1,1,4,"Akoka Mini Estate., Akoka, Yaba, Lagos",Yaba,500000
303,Spacious 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,2,0,"Estate Road, Alapere, Ketu, Lagos",Ketu,600000
303,A Room Self Contained,Self contain (single rooms) for rent,0,1,1,4,"Awoyaya, Awoyaya, Ibeju Lekki, Lagos",Lekki,200000
303,Spacious 2 Bedroom Apartment In A Built Up Area.,2 bedroom flat / apartment for rent,2,2,3,0,"Majek, Sangotedo, Ajah, Lagos",Ajah,600000
303,Fully Serviced And Brand New Furnished Studio Apartment,Self contain (single rooms) for rent,0,1,1,1,"Lbs Axis, Olokonla, Ajah, Lagos",Ajah,850000
303,Fully Furnished 1 Bedroom Mini Flat With Off Plan Kitchen,1 bedroom mini flat (room and parlour) for rent,1,1,1,3,"Ikate, Lekki, Lagos",Lekki,2100000
303,Single Room With Toilet,Self contain (single rooms) for rent,0,1,1,3,"18 Tunji Ologbodi Street, Ekins Estate, Addo Road, Ajah, Lagos",Ajah,250000
303,New Built A Room Self Contained Apartment,Self contain (single rooms) for rent,0,1,1,1,"Not Far From Fidelity Bank Badore Branch, Badore, Ajah, Lagos",Ajah,700000
304,"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
304,Newly Built Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Around Fidelity Bank, Badore, Ajah, Lagos",Ajah,750000
304,2 Bedroom Flat.,2 bedroom flat / apartment for rent,2,1,1,1,"Festac, Amuwo Odofin, Lagos",Odofin,700000
304,Newly Built Room Self Contained,Self contain (single rooms) for rent,0,1,1,0,"Ojodu, Lagos",Ojodu,350000
